Shyr,Name,Emotion 1,Emotion 2
زہر  اگلتے  ہیں  جب  مل  کر  دنیا  والے  میٹھے  بولوں  کی  وادی  میں  کھو  جاتا  ہوں ,حبیب جالب,,
جالبؔ  میرے  شعر  سمجھ  میں  آ  جاتے  ہیں  اسی  لیے  کم  رتبہ  شاعر  کہلاتا  ہوں ,حبیب جالب,,
کہیں  آہ  بن  کے  لب  پر  ترا  نام  آ  نہ  جائے  تجھے  بے  وفا  کہوں  میں  وہ  مقام  آ  نہ  جائے ,حبیب جالب,,
ذرا  زلف  کو  سنبھالو  مرا  دل  دھڑک  رہا  ہے  کوئی  اور  طائر  دل  تہہ  دام  آ  نہ  جائے ,حبیب جالب,,
جسے  سن  کے  ٹوٹ  جائے  مرا  آرزو  بھرا  دل  تری  انجمن  سے  مجھ  کو  وہ  پیام  آ  نہ  جائے ,حبیب جالب,,
وہ  جو  منزلوں  پہ  لا  کر  کسی  ہم  سفر  کو  لوٹیں  انہیں  رہزنوں  میں  تیرا  کہیں  نام  آ  نہ  جائے ,حبیب جالب,,
اسی  فکر  میں  ہیں  غلطاں  یہ  نظام  زر  کے  بندے  جو  تمام  زندگی  ہے  وہ  نظام  آ  نہ  جائے ,حبیب جالب,,
یہ  مہ  و  نجوم  ہنس  لیں  مرے  آنسوؤں  پہ  جالبؔ  مرا  ماہتاب  جب  تک  لب  بام  آ  نہ  جائے ,حبیب جالب,,
ذرے  ہی  سہی  کوہ  سے  ٹکرا  تو  گئے  ہم  دل  لے  کے  سر  عرصۂ  غم  آ  تو  گئے  ہم ,حبیب جالب,,
اب  نام  رہے  یا  نہ  رہے  عشق  میں  اپنا  روداد  وفا  دار  پہ  دہرا  تو  گئے  ہم ,حبیب جالب,,
کہتے  تھے  جو  اب  کوئی  نہیں  جاں  سے  گزرتا  لو  جاں  سے  گزر  کر  انہیں  جھٹلا  تو  گئے  ہم ,حبیب جالب,,
جاں  اپنی  گنوا  کر  کبھی  گھر  اپنا  جلا  کر  دل  ان  کا  ہر  اک  طور  سے  بہلا  تو  گئے  ہم ,حبیب جالب,,
کچھ  اور  ہی  عالم  تھا  پس  چہرۂ  یاراں  رہتا  جو  یونہی  راز  اسے  پا  تو  گئے  ہم ,حبیب جالب,,
اب  سوچ  رہے  ہیں  کہ  یہ  ممکن  ہی  نہیں  ہے  پھر  ان  سے  نہ  ملنے  کی  قسم  کھا  تو  گئے  ہم ,حبیب جالب,,
اٹھیں  کہ  نہ  اٹھیں  یہ  رضا  ان  کی  ہے  جالبؔ  لوگوں  کو  سر  دار  نظر  آ  تو  گئے  ہم ,حبیب جالب,,
میرؔ  و  غالبؔ  بنے  یگانہؔ  بنے  آدمی  اے  خدا  خدا  نہ  بنے ,حبیب جالب,,
موت  کی  دسترس  میں  کب  سے  ہیں  زندگی  کا  کوئی  بہانہ  بنے ,حبیب جالب,,
اپنا  شاید  یہی  تھا  جرم  اے  دوست  با  وفا  بن  کے  بے  وفا  نہ  بنے ,حبیب جالب,,
ہم  پہ  اک  اعتراض  یہ  بھی  ہے  بے  نوا  ہو  کے  بے  نوا  نہ  بنے ,حبیب جالب,,
یہ  بھی  اپنا  قصور  کیا  کم  ہے  کسی  قاتل  کے  ہم  نوا  نہ  بنے ,حبیب جالب,,
کیا  گلہ  سنگ  دل  زمانے  کا  آشنا  ہی  جب  آشنا  نہ  بنے ,حبیب جالب,,
چھوڑ  کر  اس  گلی  کو  اے  جالبؔ  اک  حقیقت  سے  ہم  فسانہ  بنے ,حبیب جالب,,
کون  بتائے  کون  سجھائے  کون  سے  دیس  سدھار  گئے  ان  کا  رستہ  تکتے  تکتے  نین  ہمارے  ہار  گئے ,حبیب جالب,,
کانٹوں  کے  دکھ  سہنے  میں  تسکین  بھی  تھی  آرام  بھی  تھا  ہنسنے  والے  بھولے  بھالے  پھول  چمن  کے  مار  گئے ,حبیب جالب,,
ایک  لگن  کی  بات  ہے  جیون  ایک  لگن  ہی  جیون  ہے  پوچھ  نہ  کیا  کھویا  کیا  پایا  کیا  جیتے  کیا  ہار  گئے ,حبیب جالب,,
آنے  والی  برکھا  دیکھیں  کیا  دکھلائے  آنکھوں  کو  یہ  برکھا  برساتے  دن  تو  بن  پریتم  بیکار  گئے ,حبیب جالب,,
جب  بھی  لوٹے  پیار  سے  لوٹے  پھول  نہ  پا  کر  گلشن  میں  بھونرے  امرت  رس  کی  دھن  میں  پل  پل  سو  سو  بار  گئے ,حبیب جالب,,
ہم  سے  پوچھو  ساحل  والو  کیا  بیتی  دکھیاروں  پر  کھیون  ہارے  بیچ  بھنور  میں  چھوڑ  کے  جب  اس  پار  گئے ,حبیب جالب,,
بہت  روشن  ہے  شام  غم  ہماری  کسی  کی  یاد  ہے  ہم  دم  ہماری ,حبیب جالب,,
غلط  ہے  لا  تعلق  ہیں  چمن  سے  تمہارے  پھول  اور  شبنم  ہماری ,حبیب جالب,,
یہ  پلکوں  پر  نئے  آنسو  نہیں  ہیں  ازل  سے  آنکھ  ہے  پر  نم  ہماری ,حبیب جالب,,
ہر  اک  لب  پر  تبسم  دیکھنے  کی  تمنا  کب  ہوئی  ہے  کم  ہماری ,حبیب جالب,,
کہی  ہے  ہم  نے  خود  سے  بھی  بہت  کم  نہ  پوچھو  داستان  غم  ہماری ,حبیب جالب,,
اس  نے  جب  ہنس  کے  نمسکار  کیا  مجھ  کو  انسان  سے  اوتار  کیا ,حبیب جالب,,
دشت  غربت  میں  دل  ویراں  نے  یاد  جمنا  کو  کئی  بار  کیا ,حبیب جالب,,
پیار  کی  بات  نہ  پوچھو  یارو  ہم  نے  کس  کس  سے  نہیں  پیار  کیا ,حبیب جالب,,
کتنی  خوابیدہ  تمناؤں  کو  اس  کی  آواز  نے  بیدار  کیا ,حبیب جالب,,
ہم  پجاری  ہیں  بتوں  کے  جالبؔ  ہم  نے  کعبے  میں  بھی  اقرار  کیا ,حبیب جالب,,
پھر  کبھی  لوٹ  کر  نہ  آئیں  گے  ہم  ترا  شہر  چھوڑ  جائیں  گے ,حبیب جالب,,
دور  افتادہ  بستیوں  میں  کہیں  تیری  یادوں  سے  لو  لگائیں  گے ,حبیب جالب,,
شمع  ماہ  و  نجوم  گل  کر  کے  آنسوؤں  کے  دیئے  جلائیں  گے ,حبیب جالب,,
آخری  بار  اک  غزل  سن  لو  آخری  بار  ہم  سنائیں  گے ,حبیب جالب,,
صورت  موجۂ  ہوا  جالبؔ  ساری  دنیا  کی  خاک  اڑائیں  گے ,حبیب جالب,,
دل  والو  کیوں  دل  سی  دولت  یوں  بیکار  لٹاتے  ہو  کیوں  اس  اندھیاری  بستی  میں  پیار  کی  جوت  جگاتے  ہو ,حبیب جالب,,
تم  ایسا  نادان  جہاں  میں  کوئی  نہیں  ہے  کوئی  نہیں  پھر  ان  گلیوں  میں  جاتے  ہو  پگ  پگ  ٹھوکر  کھاتے  ہو ,حبیب جالب,,
سندر  کلیو  کومل  پھولو  یہ  تو  بتاؤ  یہ  تو  کہو  آخر  تم  میں  کیا  جادو  ہے  کیوں  من  میں  بس  جاتے  ہو ,حبیب جالب,,
یہ  موسم  رم  جھم  کا  موسم  یہ  برکھا  یہ  مست  فضا  ایسے  میں  آؤ  تو  جانیں  ایسے  میں  کب  آتے  ہو ,حبیب جالب,,
ہم  سے  روٹھ  کے  جانے  والو  اتنا  بھید  بتا  جاؤ  کیوں  نت  راتو  کو  سپنوں  میں  آتے  ہو  من  جاتے  ہو ,حبیب جالب,,
چاند  ستاروں  کے  جھرمٹ  میں  پھولوں  کی  مسکاہٹ  میں  تم  چھپ  چھپ  کر  ہنستے  ہو  تم  روپ  کا  مان  بڑھاتے  ہو ,حبیب جالب,,
چلتے  پھرتے  روشن  رستے  تاریکی  میں  ڈوب  گئے  سو  جاؤ  اب  جالبؔ  تم  بھی  کیوں  آنکھیں  سلگاتے  ہو ,حبیب جالب,,
چور  تھا  زخموں  سے  دل  زخمی  جگر  بھی  ہو  گیا  اس  کو  روتے  تھے  کہ  سونا  یہ  نگر  بھی  ہو  گیا ,حبیب جالب,,
لوگ  اسی  صورت  پریشاں  ہیں  جدھر  بھی  دیکھیے  اور  وہ  کہتے  ہیں  کوہ  غم  تو  سر  بھی  ہو  گیا ,حبیب جالب,,
بام  و  در  پر  ہے  مسلط  آج  بھی  شام  الم  یوں  تو  ان  گلیوں  سے  خورشید  سحر  بھی  ہو  گیا ,حبیب جالب,,
اس  ستم  گر  کی  حقیقت  ہم  پہ  ظاہر  ہو  گئی  ختم  خوش  فہمی  کی  منزل  کا  سفر  بھی  ہو  گیا ,حبیب جالب,,
کم  پرانا  بہت  نیا  تھا  فراق  اک  عجب  رمز  آشنا  تھا  فراق ,حبیب جالب,,
دور  وہ  کب  ہوا  نگاہوں  سے  دھڑکنوں  میں  بسا  ہوا  ہے  فراق ,حبیب جالب,,
شام  غم  کے  سلگتے  صحرا  میں  اک  امنڈتی  ہوئی  گھٹا  تھا  فراق ,حبیب جالب,,
امن  تھا  پیار  تھا  محبت  تھا  رنگ  تھا  نور  تھا  نوا  تھا  فراق ,حبیب جالب,,
فاصلے  نفرتوں  کے  مٹ  جائیں  پیار  ہی  پیار  سوچتا  تھا  فراق ,حبیب جالب,,
ہم  سے  رنج  و  الم  کے  ماروں  کو  کس  محبت  سے  دیکھتا  تھا  فراق ,حبیب جالب,,
عشق  انسانیت  سے  تھا  اس  کو  ہر  تعصب  سے  ماورا  تھا  فراق ,حبیب جالب,,
نہ  ڈگمگائے  کبھی  ہم  وفا  کے  رستے  میں  چراغ  ہم  نے  جلائے  ہوا  کے  رستے  میں ,حبیب جالب,,
کسے  لگائے  گلے  اور  کہاں  کہاں  ٹھہرے  ہزار  غنچہ  و  گل  ہیں  صبا  کے  رستے  میں ,حبیب جالب,,
خدا  کا  نام  کوئی  لے  تو  چونک  اٹھتے  ہیں  ملے  ہیں  ہم  کو  وہ  رہبر  خدا  کے  رستے  میں ,حبیب جالب,,
کہیں  سلاسل  تسبیح  اور  کہیں  زنار  بچھے  ہیں  دام  بہت  مدعا  کے  رستے  میں ,حبیب جالب,,
ابھی  وہ  منزل  فکر  و  نظر  نہیں  آئی  ہے  آدمی  ابھی  جرم  و  سزا  کے  رستے  میں ,حبیب جالب,,
ہیں  آج  بھی  وہی  دار  و  رسن  وہی  زنداں  ہر  اک  نگاہ  رموز  آشنا  کے  رستے  میں ,حبیب جالب,,
یہ  نفرتوں  کی  فصیلیں  جہالتوں  کے  حصار  نہ  رہ  سکیں  گے  ہماری  صدا  کے  رستے  میں ,حبیب جالب,,
مٹا  سکے  نہ  کوئی  سیل  انقلاب  جنہیں  وہ  نقش  چھوڑے  ہیں  ہم  نے  وفا  کے  رستے  میں ,حبیب جالب,,
زمانہ  ایک  سا  جالبؔ  سدا  نہیں  رہتا  چلیں  گے  ہم  بھی  کبھی  سر  اٹھا  کے  رستے  میں ,حبیب جالب,,
درخت  سوکھ  گئے  رک  گئے  ندی  نالے  یہ  کس  نگر  کو  روانہ  ہوئے  ہیں  گھر  والے ,حبیب جالب,,
کہانیاں  جو  سناتے  تھے  عہد  رفتہ  کی  نشاں  وہ  گردش  ایام  نے  مٹا  ڈالے ,حبیب جالب,,
میں  شہر  شہر  پھرا  ہوں  اسی  تمنا  میں  کسی  کو  اپنا  کہوں  کوئی  مجھ  کو  اپنا  لے ,حبیب جالب,,
صدا  نہ  دے  کسی  مہتاب  کو  اندھیروں  میں  لگا  نہ  دے  یہ  زمانہ  زبان  پر  تالے ,حبیب جالب,,
کوئی  کرن  ہے  یہاں  تو  کوئی  کرن  ہے  وہاں  دل  و  نگاہ  نے  کس  درجہ  روگ  ہیں  پالے ,حبیب جالب,,
ہمیں  پہ  ان  کی  نظر  ہے  ہمیں  پہ  ان  کا  کرم  یہ  اور  بات  یہاں  اور  بھی  ہیں  دل  والے ,حبیب جالب,,
کچھ  اور  تجھ  پہ  کھلیں  گی  حقیقتیں  جالبؔ  جو  ہو  سکے  تو  کسی  کا  فریب  بھی  کھا  لے ,حبیب جالب,,
شعر  ہوتا  ہے  اب  مہینوں  میں  زندگی  ڈھل  گئی  مشینوں  میں ,حبیب جالب,,
پیار  کی  روشنی  نہیں  ملتی  ان  مکانوں  میں  ان  مکینوں  میں ,حبیب جالب,,
دیکھ  کر  دوستی  کا  ہاتھ  بڑھاؤ  سانپ  ہوتے  ہیں  آستینوں  میں ,حبیب جالب,,
قہر  کی  آنکھ  سے  نہ  دیکھ  ان  کو  دل  دھڑکتے  ہیں  آبگینوں  میں ,حبیب جالب,,
آسمانوں  کی  خیر  ہو  یا  رب  اک  نیا  عزم  ہے  زمینوں  میں ,حبیب جالب,,
وہ  محبت  نہیں  رہی  جالبؔ  ہم  صفیروں  میں  ہم  نشینوں  میں ,حبیب جالب,,
یوں  وہ  ظلمت  سے  رہا  دست  و  گریباں  یارو  اس  سے  لرزاں  تھے  بہت  شب  کے  نگہباں  یارو ,حبیب جالب,,
اس  نے  ہر  گام  دیا  حوصلۂ  تازہ  ہمیں  وہ  نہ  اک  پل  بھی  رہا  ہم  سے  گریزاں  یارو ,حبیب جالب,,
اس  نے  مانی  نہ  کبھی  تیرگیٔ  شب  سے  شکست  دل  اندھیروں  میں  رہا  اس  کا  فروزاں  یارو ,حبیب جالب,,
اس  کو  ہر  حال  میں  جینے  کی  ادا  آتی  تھی  وہ  نہ  حالات  سے  ہوتا  تھا  پریشاں  یارو ,حبیب جالب,,
اس  نے  باطل  سے  نہ  تا  زیست  کیا  سمجھوتہ  دہر  میں  اس  سا  کہاں  صاحب  ایماں  یارو ,حبیب جالب,,
اس  کو  تھی  کشمکش  دیر  و  حرم  سے  نفرت  اس  سا  ہندو  نہ  کوئی  اس  سا  مسلماں  یارو ,حبیب جالب,,
اس  نے  سلطانیٔ  جمہور  کے  نغمے  لکھے  روح  شاہوں  کی  رہی  اس  سے  پریشاں  یارو ,حبیب جالب,,
اپنے  اشعار  کی  شمعوں  سے  اجالا  کر  کے  کر  گیا  شب  کا  سفر  کتنا  وہ  آساں  یارو ,حبیب جالب,,
اس  کے  گیتوں  سے  زمانے  کو  سنواریں  یارو  روح  ساحرؔ  کو  اگر  کرنا  ہے  شاداں  یارو ,حبیب جالب,,
جاگنے  والو  تا  بہ  سحر  خاموش  رہو  کل  کیا  ہوگا  کس  کو  خبر  خاموش  رہو ,حبیب جالب,,
کس  نے  سحر  کے  پاؤں  میں  زنجیریں  ڈالیں  ہو  جائے  گی  رات  بسر  خاموش  رہو ,حبیب جالب,,
شاید  چپ  رہنے  میں  عزت  رہ  جائے  چپ  ہی  بھلی  اے  اہل  نظر  خاموش  رہو ,حبیب جالب,,
قدم  قدم  پر  پہرے  ہیں  ان  راہوں  میں  دار  و  رسن  کا  ہے  یہ  نگر  خاموش  رہو ,حبیب جالب,,
یوں  بھی  کہاں  بے  تابئ  دل  کم  ہوتی  ہے  یوں  بھی  کہاں  آرام  مگر  خاموش  رہو ,حبیب جالب,,
شعر  کی  باتیں  ختم  ہوئیں  اس  عالم  میں  کیسا  جوشؔ  اور  کس  کا  جگرؔ  خاموش  رہو ,حبیب جالب,,
یہ  سوچ  کر  نہ  مائل  فریاد  ہم  ہوئے  آباد  کب  ہوئے  تھے  کہ  برباد  ہم  ہوئے ,حبیب جالب,,
ہوتا  ہے  شاد  کام  یہاں  کون  با  ضمیر  ناشاد  ہم  ہوئے  تو  بہت  شاد  ہم  ہوئے ,حبیب جالب,,
پرویز  کے  جلال  سے  ٹکرائے  ہم  بھی  ہیں  یہ  اور  بات  ہے  کہ  نہ  فرہاد  ہم  ہوئے ,حبیب جالب,,
کچھ  ایسے  بھا  گئے  ہمیں  دنیا  کے  درد  و  غم  کوئے  بتاں  میں  بھولی  ہوئی  یاد  ہم  ہوئے ,حبیب جالب,,
جالبؔ  تمام  عمر  ہمیں  یہ  گماں  رہا  اس  زلف  کے  خیال  سے  آزاد  ہم  ہوئے ,حبیب جالب,,
ہم  نے  دل  سے  تجھے  سدا  مانا  تو  بڑا  تھا  تجھے  بڑا  مانا ,حبیب جالب,,
میرؔ  و  غالبؔ  کے  بعد  انیسؔ  کے  بعد  تجھ  کو  مانا  بڑا  بجا  مانا ,حبیب جالب,,
تو  کہ  دیوانۂ  صداقت  تھا  تو  نے  بندے  کو  کب  خدا  مانا ,حبیب جالب,,
تجھ  کو  پروا  نہ  تھی  زمانے  کی  تو  نے  دل  ہی  کا  ہر  کہا  مانا ,حبیب جالب,,
تجھ  کو  خود  پہ  تھا  اعتماد  اتنا  خود  ہی  کو  تو  نہ  رہنما  مانا ,حبیب جالب,,
کی  نہ  شب  کی  کبھی  پذیرائی  صبح  کو  لائق  ثنا  مانا ,حبیب جالب,,
ہنس  دیا  سطح  ذہن  عالم  پر  جب  کسی  بات  کا  برا  مانا ,حبیب جالب,,
یوں  تو  شاعر  تھے  اور  بھی  اے  جوشؔ  ہم  نے  تجھ  سا  نہ  دوسرا  مانا ,حبیب جالب,,
ہم  آوارہ  گاؤں  گاؤں  بستی  بستی  پھرنے  والے  ہم  سے  پریت  بڑھا  کر  کوئی  مفت  میں  کیوں  غم  کو  اپنا  لے ,حبیب جالب,,
یہ  بھیگی  بھیگی  برساتیں  یہ  مہتاب  یہ  روشن  راتیں  دل  ہی  نہ  ہو  تو  جھوٹی  باتیں  کیا  اندھیارے  کیا  اجیالے ,حبیب جالب,,
غنچے  روئیں  کلیاں  روئیں  رو  رو  اپنی  آنکھیں  کھوئیں  چین  سے  لمبی  تان  کے  سوئیں  اس  پھلواری  کے  رکھوالے ,حبیب جالب,,
درد  بھرے  گیتوں  کی  مالا  جپتے  جپتے  جیون  گزرا  کس  نے  سنی  ہیں  کون  سنے  گا  دل  کی  باتیں  دل  کے  نالے ,حبیب جالب,,
ہم  نے  سنا  تھا  صحن‌  چمن  میں  کیف  کے  بادل  چھائے  ہیں  ہم  بھی  گئے  تھے  جی  بہلانے  اشک  بہا  کر  آئے  ہیں ,حبیب جالب,,
پھول  کھلے  تو  دل  مرجھائے  شمع  جلے  تو  جان  جلے  ایک  تمہارا  غم  اپنا  کر  کتنے  غم  اپنائے  ہیں ,حبیب جالب,,
ایک  سلگتی  یاد  چمکتا  درد  فروزاں  تنہائی  پوچھ  نہ  اس  کے  شہر  سے  ہم  کیا  کیا  سوغاتیں  لائے  ہیں ,حبیب جالب,,
سوئے  ہوئے  جو  درد  تھے  دل  میں  آنسو  بن  کر  بہہ  نکلے  رات  ستاروں  کی  چھاؤں  میں  یاد  وہ  کیا  کیا  آئے  ہیں ,حبیب جالب,,
آئے  بھی  سورج  ڈوب  گیا  بے  نور  افق  کے  ساگر  میں  آج  بھی  پھول  چمن  میں  تجھ  کو  بن  دیکھے  مرجھائے  ہیں ,حبیب جالب,,
ایک  قیامت  کا  سناٹا  ایک  بلا  کی  تاریکی  ان  گلیوں  سے  دور  نہ  ہنستا  چاند  نہ  روشن  سائے  ہیں ,حبیب جالب,,
پیار  کی  بولی  بول  نہ  جالبؔ  اس  بستی  کے  لوگوں  سے  ہم  نے  سکھ  کی  کلیاں  کھو  کر  دکھ  کے  کانٹے  پائے  ہیں ,حبیب جالب,,
یہ  جو  شب  کے  ایوانوں  میں  اک  ہلچل  اک  حشر  بپا  ہے  یہ  جو  اندھیرا  سمٹ  رہا  ہے  یہ  جو  اجالا  پھیل  رہا  ہے ,حبیب جالب,,
یہ  جو  ہر  دکھ  سہنے  والا  دکھ  کا  مداوا  جان  گیا  ہے  مظلوموں  مجبوروں  کا  غم  یہ  جو  مرے  شعروں  میں  ڈھلا  ہے ,حبیب جالب,,
یہ  جو  مہک  گلشن  گلشن  ہے  یہ  جو  چمک  عالم  عالم  ہے  مارکسزم  ہے  مارکسزم  ہے  مارکسزم  ہے  مارکسزم  ہے ,حبیب جالب,,
جب  کوئی  کلی  صحن  گلستاں  میں  کھلی  ہے  شبنم  مری  آنکھوں  میں  وہیں  تیر  گئی  ہے ,حبیب جالب,,
جس  کی  سر  افلاک  بڑی  دھوم  مچی  ہے  آشفتہ  سری  ہے  مری  آشفتہ  سری  ہے ,حبیب جالب,,
اپنی  تو  اجالوں  کو  ترستی  ہیں  نگاہیں  سورج  کہاں  نکلا  ہے  کہاں  صبح  ہوئی  ہے ,حبیب جالب,,
بچھڑی  ہوئی  راہوں  سے  جو  گزرے  ہیں  کبھی  ہم  ہر  گام  پہ  کھوئی  ہوئی  اک  یاد  ملی  ہے ,حبیب جالب,,
اک  عمر  سنائیں  تو  حکایت  نہ  ہو  پوری  دو  روز  میں  ہم  پر  جو  یہاں  بیت  گئی  ہے ,حبیب جالب,,
ہنسنے  پہ  نہ  مجبور  کرو  لوگ  ہنسیں  گے  حالات  کی  تفسیر  تو  چہرے  پہ  لکھی  ہے ,حبیب جالب,,
مل  جائیں  کہیں  وہ  بھی  تو  ان  کو  بھی  سنائیں  جالبؔ  یہ  غزل  جن  کے  لیے  ہم  نے  کہی  ہے ,حبیب جالب,,
تو  رنگ  ہے  غبار  ہیں  تیری  گلی  کے  لوگ  تو  پھول  ہے  شرار  ہیں  تیری  گلی  کے  لوگ ,حبیب جالب,,
تو  رونق  حیات  ہے  تو  حسن  کائنات  اجڑا  ہوا  دیار  ہیں  تیری  گلی  کے  لوگ ,حبیب جالب,,
تو  پیکر  وفا  ہے  مجسم  خلوص  ہے  بدنام  روزگار  ہیں  تیری  گلی  کے  لوگ ,حبیب جالب,,
روشن  ترے  جمال  سے  ہیں  مہر  و  ماہ  بھی  لیکن  نظر  پہ  بار  ہیں  تیری  گلی  کے  لوگ ,حبیب جالب,,
دیکھو  جو  غور  سے  تو  زمیں  سے  بھی  پست  ہیں  یوں  آسماں  شکار  ہیں  تیری  گلی  کے  لوگ ,حبیب جالب,,
پھر  جا  رہا  ہوں  تیرے  تبسم  کو  لوٹ  کر  ہر  چند  ہوشیار  ہیں  تیری  گلی  کے  لوگ ,حبیب جالب,,
کھو  جائیں  گے  سحر  کے  اجالوں  میں  آخرش  شمع  سر  مزار  ہیں  تیری  گلی  کے  لوگ ,حبیب جالب,,
نظر  نظر  میں  لیے  تیرا  پیار  پھرتے  ہیں  مثال  موج  نسیم  بہار  پھرتے  ہیں ,حبیب جالب,,
ترے  دیار  سے  ذروں  نے  روشنی  پائی  ترے  دیار  میں  ہم  سوگوار  پھرتے  ہیں ,حبیب جالب,,
یہ  حادثہ  بھی  عجب  ہے  کہ  تیرے  دیوانے  لگائے  دل  سے  غم  روزگار  پھرتے  ہیں ,حبیب جالب,,
لئے  ہوئے  ہیں  دو  عالم  کا  درد  سینے  میں  تری  گلی  میں  جو  دیوانہ  وار  پھرتے  ہیں ,حبیب جالب,,
بہار  آ  کے  چلی  بھی  گئی  مگر  جالبؔ  ابھی  نگاہ  میں  وہ  لالہ  زار  پھرتے  ہیں ,حبیب جالب,,
کیا  کیا  لوگ  گزر  جاتے  ہیں  رنگ  برنگی  کاروں  میں  دل  کو  تھام  کے  رہ  جاتے  ہیں  دل  والے  بازاروں  میں ,حبیب جالب,,
یہ  بے  درد  زمانہ  ہم  سے  تیرا  درد  نہ  چھین  سکا  ہم  نے  دل  کی  بات  کہی  ہے  تیروں  میں  تلواروں  میں ,حبیب جالب,,
ہونٹوں  پر  آہیں  کیوں  ہوتیں  آنکھیں  نسدن  کیوں  روتیں  کوئی  اگر  اپنا  بھی  ہوتا  اونچے  عہدے  داروں  میں ,حبیب جالب,,
صدر  محفل  داد  جسے  دے  داد  اسی  کو  ملتی  ہے  ہائے  کہاں  ہم  آن  پھنسے  ہیں  ظالم  دنیا  داروں  میں ,حبیب جالب,,
رہنے  کو  گھر  بھی  مل  جاتا  چاک  جگر  بھی  سل  جاتا  جالبؔ  تم  بھی  شعر  سناتے  جا  کے  اگر  درباروں  میں ,حبیب جالب,,
لوگ  گیتوں  کا  نگر  یاد  آیا  آج  پردیس  میں  گھر  یاد  آیا ,حبیب جالب,,
جب  چلے  آئے  چمن  زار  سے  ہم  التفات  گل  تر  یاد  آیا ,حبیب جالب,,
تیری  بیگانہ  نگاہی  سر  شام  یہ  ستم  تا  بہ  سحر  یاد  آیا ,حبیب جالب,,
ہم  زمانے  کا  ستم  بھول  گئے  جب  ترا  لطف  نظر  یاد  آیا ,حبیب جالب,,
تو  بھی  مسرور  تھا  اس  شب  سر  بزم  اپنے  شعروں  کا  اثر  یاد  آیا ,حبیب جالب,,
پھر  ہوا  درد  تمنا  بیدار  پھر  دل‌  خاک‌  بسر  یاد  آیا ,حبیب جالب,,
ہم  جسے  بھول  چکے  تھے  جالبؔ  پھر  وہی  راہ  گزر  یاد  آیا ,حبیب جالب,,
اک  شخص  با  ضمیر  مرا  یار  مصحفیؔ  میری  طرح  وفا  کا  پرستار  مصحفیؔ ,حبیب جالب,,
رہتا  تھا  کج  کلاہ  امیروں  کے  درمیاں  یکسر  لئے  ہوئے  مرا  کردار  مصحفیؔ ,حبیب جالب,,
دیتے  ہیں  داد  غیر  کو  کب  اہل  لکھنؤ  کب  داد  کا  تھا  ان  سے  طلب  گار  مصحفیؔ ,حبیب جالب,,
نا  قدریٔ  جہاں  سے  کئی  بار  آ  کے  تنگ  اک  عمر  شعر  سے  رہا  بیزار  مصحفیؔ ,حبیب جالب,,
دربار  میں  تھا  بار  کہاں  اس  غریب  کو  برسوں  مثال  میرؔ  پھرا  خوار  مصحفیؔ ,حبیب جالب,,
میں  نے  بھی  اس  گلی  میں  گزاری  ہے  رو  کے  عمر  ملتا  ہے  اس  گلی  میں  کسے  پیار  مصحفیؔ ,حبیب جالب,,
اس  گلی  کے  لوگوں  کو  منہ  لگا  کے  پچھتائے  ایک  درد  کی  خاطر  کتنے  درد  اپنائے ,حبیب جالب,,
تھک  کے  سو  گیا  سورج  شام  کے  دھندلکوں  میں  آج  بھی  کئی  غنچے  پھول  بن  کے  مرجھائے ,حبیب جالب,,
ہم  ہنسے  تو  آنکھوں  میں  تیرنے  لگی  شبنم  تم  ہنسے  تو  گلشن  نے  تم  پہ  پھول  برسائے ,حبیب جالب,,
اس  گلی  میں  کیا  کھویا  اس  گلی  میں  کیا  پایا  تشنہ  کام  پہنچے  تھے  تشنہ  کام  لوٹ  آئے ,حبیب جالب,,
پھر  رہی  ہیں  آنکھوں  میں  تیرے  شہر  کی  گلیاں  ڈوبتا  ہوا  سورج  پھیلتے  ہوئے  سائے ,حبیب جالب,,
جالبؔ  ایک  آوارہ  الجھنوں  کا  گہوارہ  کون  اس  کو  سمجھائے  کون  اس  کو  سلجھائے ,حبیب جالب,,
یہ  اجڑے  باغ  ویرانے  پرانے  سناتے  ہیں  کچھ  افسانے  پرانے ,حبیب جالب,,
اک  آہ  سرد  بن  کر  رہ  گئے  ہیں  وہ  بیتے  دن  وہ  یارانے  پرانے ,حبیب جالب,,
جنوں  کا  ایک  ہی  عالم  ہو  کیوں  کر  نئی  ہے  شمع  پروانے  پرانے ,حبیب جالب,,
نئی  منزل  کی  دشواری  مسلم  مگر  ہم  بھی  ہیں  دیوانے  پرانے ,حبیب جالب,,
ملے  گا  پیار  غیروں  ہی  میں  جالبؔ  کہ  اپنے  تو  ہیں  بیگانے  پرانے ,حبیب جالب,,
ترے  ماتھے  پہ  جب  تک  بل  رہا  ہے  اجالا  آنکھ  سے  اوجھل  رہا  ہے ,حبیب جالب,,
سماتے  کیا  نظر  میں  چاند  تارے  تصور  میں  ترا  آنچل  رہا  ہے ,حبیب جالب,,
تری  شان  تغافل  کو  خبر  کیا  کوئی  تیرے  لیے  بے  کل  رہا  ہے ,حبیب جالب,,
شکایت  ہے  غم  دوراں  کو  مجھ  سے  کہ  دل  میں  کیوں  ترا  غم  پل  رہا  ہے ,حبیب جالب,,
تعجب  ہے  ستم  کی  آندھیوں  میں  چراغ  دل  ابھی  تک  جل  رہا  ہے ,حبیب جالب,,
