Shyr,Name,Emotion 1,Emotion 2
اے  قاتلوں  کے  شہر  بس  اتنی  ہی  عرض  ہے  میں  ہوں  نہ  قتل  کوئی  تماشا  کیے  بغیر ,جون ایلیا,,
مرشد  کے  جھوٹ  کی  تو  سزا  بے  حساب  ہے  تم  چھوڑیو  نہ  شہر  کو  صحرا  کیے  بغیر ,جون ایلیا,,
ان  آنگنوں  میں  کتنا  سکون  و  سرور  تھا  آرائش  نظر  تری  پروا  کیے  بغیر ,جون ایلیا,,
یاراں  خوشا  یہ  روز  و  شب  دل  کہ  اب  ہمیں  سب  کچھ  ہے  خوش  گوار  گوارا  کیے  بغیر ,جون ایلیا,,
گریہ  کناں  کی  فرد  میں  اپنا  نہیں  ہے  نام  ہم  گریہ  کن  ازل  کے  ہیں  گریہ  کیے  بغیر ,جون ایلیا,,
آخر  ہیں  کون  لوگ  جو  بخشے  ہی  جائیں  گے  تاریخ  کے  حرام  سے  توبہ  کیے  بغیر ,جون ایلیا,,
وہ  سنی  بچہ  کون  تھا  جس  کی  جفا  نے  جونؔ  شیعہ  بنا  دیا  ہمیں  شیعہ  کیے  بغیر ,جون ایلیا,,
اب  تم  کبھی  نہ  آؤ  گے  یعنی  کبھی  کبھی  رخصت  کرو  مجھے  کوئی  وعدہ  کیے  بغیر ,جون ایلیا,,
وہ  جو  تھا  وہ  کبھی  ملا  ہی  نہیں  سو  گریباں  کبھی  سلا  ہی  نہیں ,جون ایلیا,,
اس  سے  ہر  دم  معاملہ  ہے  مگر  درمیاں  کوئی  سلسلہ  ہی  نہیں ,جون ایلیا,,
بے  ملے  ہی  بچھڑ  گئے  ہم  تو  سو  گلے  ہیں  کوئی  گلہ  ہی  نہیں ,جون ایلیا,,
چشم  میگوں  سے  ہے  مغاں  نے  کہا  مست  کر  دے  مگر  پلا  ہی  نہیں ,جون ایلیا,,
تو  جو  ہے  جان  تو  جو  ہے  جاناں  تو  ہمیں  آج  تک  ملا  ہی  نہیں ,جون ایلیا,,
مست  ہوں  میں  مہک  سے  اس  گل  کی  جو  کسی  باغ  میں  کھلا  ہی  نہیں ,جون ایلیا,,
ہائے  جونؔ  اس  کا  وہ  پیالۂ  ناف  جام  ایسا  کوئی  ملا  ہی  نہیں ,جون ایلیا,,
تو  ہے  اک  عمر  سے  فغاں  پیشہ  ابھی  سینہ  ترا  چھلا  ہی  نہیں ,جون ایلیا,,
زندگی  کیا  ہے  اک  کہانی  ہے  یہ  کہانی  نہیں  سنانی  ہے ,جون ایلیا,,
ہے  خدا  بھی  عجیب  یعنی  جو  نہ  زمینی  نہ  آسمانی  ہے ,جون ایلیا,,
ہے  مرے  شوق  وصل  کو  یہ  گلہ  اس  کا  پہلو  سرائے  فانی  ہے ,جون ایلیا,,
اپنی  تعمیر  جان  و  دل  کے  لیے  اپنی  بنیاد  ہم  کو  ڈھانی  ہے ,جون ایلیا,,
یہ  ہے  لمحوں  کا  ایک  شہر  ازل  یاں  کی  ہر  بات  ناگہانی  ہے ,جون ایلیا,,
چلیے  اے  جان  شام  آج  تمہیں  شمع  اک  قبر  پر  جلانی  ہے ,جون ایلیا,,
رنگ  کی  اپنی  بات  ہے  ورنہ  آخرش  خون  بھی  تو  پانی  ہے ,جون ایلیا,,
اک  عبث  کا  وجود  ہے  جس  سے  زندگی  کو  مراد  پانی  ہے ,جون ایلیا,,
شام  ہے  اور  صحن  میں  دل  کے  اک  عجب  حزن  آسمانی  ہے ,جون ایلیا,,
گھر  سے  ہم  گھر  تلک  گئے  ہوں  گے  اپنے  ہی  آپ  تک  گئے  ہوں  گے ,جون ایلیا,,
ہم  جو  اب  آدمی  ہیں  پہلے  کبھی  جام  ہوں  گے  چھلک  گئے  ہوں  گے ,جون ایلیا,,
وہ  بھی  اب  ہم  سے  تھک  گیا  ہوگا  ہم  بھی  اب  اس  سے  تھک  گئے  ہوں  گے ,جون ایلیا,,
شب  جو  ہم  سے  ہوا  معاف  کرو  نہیں  پی  تھی  بہک  گئے  ہوں  گے ,جون ایلیا,,
کتنے  ہی  لوگ  حرص  شہرت  میں  دار  پر  خود  لٹک  گئے  ہوں  گے ,جون ایلیا,,
شکر  ہے  اس  نگاہ  کم  کا  میاں  پہلے  ہی  ہم  کھٹک  گئے  ہوں  گے ,جون ایلیا,,
ہم  تو  اپنی  تلاش  میں  اکثر  از  سما  تا  سمک  گئے  ہوں  گے ,جون ایلیا,,
اس  کا  لشکر  جہاں  تہاں  یعنی  ہم  بھی  بس  بے  کمک  گئے  ہوں  گے ,جون ایلیا,,
جونؔ  اللہ  اور  یہ  عالم  بیچ  میں  ہم  اٹک  گئے  ہوں  گے ,جون ایلیا,,
روح  پیاسی  کہاں  سے  آتی  ہے  یہ  اداسی  کہاں  سے  آتی  ہے ,جون ایلیا,,
ہے  وہ  یک  سر  سپردگی  تو  بھلا  بد  حواسی  کہاں  سے  آتی  ہے ,جون ایلیا,,
وہ  ہم  آغوش  ہے  تو  پھر  دل  میں  نا  شناسی  کہاں  سے  آتی  ہے ,جون ایلیا,,
ایک  زندان  بے  دلی  اور  شام  یہ  صبا  سی  کہاں  سے  آتی  ہے ,جون ایلیا,,
تو  ہے  پہلو  میں  پھر  تری  خوشبو  ہو  کے  باسی  کہاں  سے  آتی  ہے ,جون ایلیا,,
دل  ہے  شب  سوختہ  سو  اے  امید  تو  ندا  سی  کہاں  سے  آتی  ہے ,جون ایلیا,,
میں  ہوں  تجھ  میں  اور  آس  ہوں  تیری  تو  نراسی  کہاں  سے  آتی  ہے ,جون ایلیا,,
ہر  دھڑکن  ہیجانی  تھی  ہر  خاموشی  طوفانی  تھی  پھر  بھی  محبت  صرف  مسلسل  ملنے  کی  آسانی  تھی ,جون ایلیا,,
جس  دن  اس  سے  بات  ہوئی  تھی  اس  دن  بھی  بے  کیف  تھا  میں  جس  دن  اس  کا  خط  آیا  ہے  اس  دن  بھی  ویرانی  تھی ,جون ایلیا,,
جب  اس  نے  مجھ  سے  یہ  کہا  تھا  عشق  رفاقت  ہی  تو  نہیں  تب  میں  نے  ہر  شخص  کی  صورت  مشکل  سے  پہچانی  تھی ,جون ایلیا,,
جس  دن  وہ  ملنے  آئی  ہے  اس  دن  کی  روداد  یہ  ہے  اس  کا  بلاؤز  نارنجی  تھا  اس  کی  ساری  دھانی  تھی ,جون ایلیا,,
الجھن  سی  ہونے  لگتی  تھی  مجھ  کو  اکثر  اور  وہ  یوں  میرا  مزاج  عشق  تھا  شہری  اس  کی  وفا  دہقانی  تھی ,جون ایلیا,,
اب  تو  اس  کے  بارے  میں  تم  جو  چاہو  وہ  کہہ  ڈالو  وہ  انگڑائی  میرے  کمرے  تک  تو  بڑی  روحانی  تھی ,جون ایلیا,,
نام  پہ  ہم  قربان  تھے  اس  کے  لیکن  پھر  یہ  طور  ہوا  اس  کو  دیکھ  کے  رک  جانا  بھی  سب  سے  بڑی  قربانی  تھی ,جون ایلیا,,
مجھ  سے  بچھڑ  کر  بھی  وہ  لڑکی  کتنی  خوش  خوش  رہتی  ہے  اس  لڑکی  نے  مجھ  سے  بچھڑ  کر  مر  جانے  کی  ٹھانی  تھی ,جون ایلیا,,
عشق  کی  حالت  کچھ  بھی  نہیں  تھی  بات  بڑھانے  کا  فن  تھا  لمحے  لا  فانی  ٹھہرے  تھے  قطروں  کی  طغیانی  تھی ,جون ایلیا,,
جس  کو  خود  میں  نے  بھی  اپنی  روح  کا  عرفاں  سمجھا  تھا  وہ  تو  شاید  میرے  پیاسے  ہونٹوں  کی  شیطانی  تھی ,جون ایلیا,,
تھا  دربار  کلاں  بھی  اس  کا  نوبت  خانہ  اس  کا  تھا  تھی  میرے  دل  کی  جو  رانی  امروہے  کی  رانی  تھی ,جون ایلیا,,
نہ  ہوا  نصیب  قرار  جاں  ہوس  قرار  بھی  اب  نہیں  ترا  انتظار  بہت  کیا  ترا  انتظار  بھی  اب  نہیں ,جون ایلیا,,
تجھے  کیا  خبر  مہ  و  سال  نے  ہمیں  کیسے  زخم  دیے  یہاں  تری  یادگار  تھی  اک  خلش  تری  یادگار  بھی  اب  نہیں ,جون ایلیا,,
نہ  گلے  رہے  نہ  گماں  رہے  نہ  گزارشیں  ہیں  نہ  گفتگو  وہ  نشاط  وعدۂ  وصل  کیا  ہمیں  اعتبار  بھی  اب  نہیں ,جون ایلیا,,
رہے  نام  رشتۂ  رفتگاں  نہ  شکایتیں  ہیں  نہ  شوخیاں  کوئی  عذر  خواہ  تو  اب  کہاں  کوئی  عذر  دار  بھی  اب  نہیں ,جون ایلیا,,
کسے  نذر  دیں  دل  و  جاں  بہم  کہ  نہیں  وہ  کاکل  خم  بہ  خم  کسے  ہر  نفس  کا  حساب  دیں  کہ  شمیم  یار  بھی  اب  نہیں ,جون ایلیا,,
وہ  ہجوم  دل  زدگاں  کہ  تھا  تجھے  مژدہ  ہو  کہ  بکھر  گیا  ترے  آستانے  کی  خیر  ہو  سر  رہ  غبار  بھی  اب  نہیں ,جون ایلیا,,
وہ  جو  اپنی  جاں  سے  گزر  گئے  انہیں  کیا  خبر  ہے  کہ  شہر  میں  کسی  جاں  نثار  کا  ذکر  کیا  کوئی  سوگوار  بھی  اب  نہیں ,جون ایلیا,,
نہیں  اب  تو  اہل  جنوں  میں  بھی  وہ  جو  شوق  شہر  میں  عام  تھا  وہ  جو  رنگ  تھا  کبھی  کو  بہ  کو  سر  کوئے  یار  بھی  اب  نہیں ,جون ایلیا,,
جو  ہوا  جونؔ  وہ  ہوا  بھی  نہیں  یعنی  جو  کچھ  بھی  تھا  وہ  تھا  بھی  نہیں ,جون ایلیا,,
بس  گیا  جب  وہ  شہر  دل  میں  مرے  پھر  میں  اس  شہر  میں  رہا  بھی  نہیں ,جون ایلیا,,
اک  عجب  طور  حال  ہے  کہ  جو  ہے  یعنی  میں  بھی  نہیں  خدا  بھی  نہیں ,جون ایلیا,,
لمحوں  سے  اب  معاملہ  کیا  ہو  دل  پہ  اب  کچھ  گزر  رہا  بھی  نہیں ,جون ایلیا,,
جانیے  میں  چلا  گیا  ہوں  کہاں  میں  تو  خود  سے  کہیں  گیا  بھی  نہیں ,جون ایلیا,,
تو  مرے  دل  میں  آن  کے  بس  جا  اور  تو  میرے  پاس  آ  بھی  نہیں ,جون ایلیا,,
سارے  رشتے  تباہ  کر  آیا  دل  برباد  اپنے  گھر  آیا ,جون ایلیا,,
آخرش  خون  تھوکنے  سے  میاں  بات  میں  تیری  کیا  اثر  آیا ,جون ایلیا,,
تھا  خبر  میں  زیاں  دل  و  جاں  کا  ہر  طرف  سے  میں  بے  خبر  آیا ,جون ایلیا,,
اب  یہاں  ہوش  میں  کبھی  اپنے  نہیں  آؤں  گا  میں  اگر  آیا ,جون ایلیا,,
میں  رہا  عمر  بھر  جدا  خود  سے  یاد  میں  خود  کو  عمر  بھر  آیا ,جون ایلیا,,
وہ  جو  دل  نام  کا  تھا  ایک  نفر  آج  میں  اس  سے  بھی  مکر  آیا ,جون ایلیا,,
مدتوں  بعد  گھر  گیا  تھا  میں  جاتے  ہی  میں  وہاں  سے  ڈر  آیا ,جون ایلیا,,
جز  گماں  اور  تھا  ہی  کیا  میرا  فقط  اک  میرا  نام  تھا  میرا ,جون ایلیا,,
نکہت  پیرہن  سے  اس  گل  کی  سلسلہ  بے  صبا  رہا  میرا ,جون ایلیا,,
مجھ  کو  خواہش  ہی  ڈھونڈنے  کی  نہ  تھی  مجھ  میں  کھویا  رہا  خدا  میرا ,جون ایلیا,,
تھوک  دے  خون  جان  لے  وہ  اگر  عالم  ترک  مدعا  میرا ,جون ایلیا,,
جب  تجھے  میری  چاہ  تھی  جاناں  بس  وہی  وقت  تھا  کڑا  میرا ,جون ایلیا,,
کوئی  مجھ  تک  پہنچ  نہیں  پاتا  اتنا  آسان  ہے  پتا  میرا ,جون ایلیا,,
آ  چکا  پیش  وہ  مروت  سے  اب  چلوں  کام  ہو  چکا  میرا ,جون ایلیا,,
آج  میں  خود  سے  ہو  گیا  مایوس  آج  اک  یار  مر  گیا  میرا ,جون ایلیا,,
اب  کسی  سے  مرا  حساب  نہیں  میری  آنکھوں  میں  کوئی  خواب  نہیں ,جون ایلیا,,
خون  کے  گھونٹ  پی  رہا  ہوں  میں  یہ  مرا  خون  ہے  شراب  نہیں ,جون ایلیا,,
میں  شرابی  ہوں  میری  آس  نہ  چھین  تو  مری  آس  ہے  سراب  نہیں ,جون ایلیا,,
نوچ  پھینکے  لبوں  سے  میں  نے  سوال  طاقت  شوخئ  جواب  نہیں ,جون ایلیا,,
اب  تو  پنجاب  بھی  نہیں  پنجاب  اور  خود  جیسا  اب  دو  آب  نہیں ,جون ایلیا,,
غم  ابد  کا  نہیں  ہے  آن  کا  ہے  اور  اس  کا  کوئی  حساب  نہیں ,جون ایلیا,,
بودش  اک  رو  ہے  ایک  رو  یعنی  اس  کی  فطرت  میں  انقلاب  نہیں ,جون ایلیا,,
اب  وہ  گھر  اک  ویرانہ  تھا  بس  ویرانہ  زندہ  تھا  سب  آنکھیں  دم  توڑ  چکی  تھیں  اور  میں  تنہا  زندہ  تھا ,جون ایلیا,,
ساری  گلی  سنسان  پڑی  تھی  باد  فنا  کے  پہرے  میں  ہجر  کے  دالان  اور  آنگن  میں  بس  اک  سایہ  زندہ  تھا ,جون ایلیا,,
وہ  جو  کبوتر  اس  موکھے  میں  رہتے  تھے  کس  دیس  اڑے  ایک  کا  نام  نوازندہ  تھا  اور  اک  کا  بازندہ  تھا ,جون ایلیا,,
وہ  دوپہر  اپنی  رخصت  کی  ایسا  ویسا  دھوکا  تھی  اپنے  اندر  اپنی  لاش  اٹھائے  میں  جھوٹا  زندہ  تھا ,جون ایلیا,,
تھیں  وہ  گھر  راتیں  بھی  کہانی  وعدے  اور  پھر  دن  گننا  آنا  تھا  جانے  والے  کو  جانے  والا  زندہ  تھا ,جون ایلیا,,
دستک  دینے  والے  بھی  تھے  دستک  سننے  والے  بھی  تھا  آباد  محلہ  سارا  ہر  دروازہ  زندہ  تھا ,جون ایلیا,,
پیلے  پتوں  کو  سہ  پہر  کی  وحشت  پرسا  دیتی  تھی  آنگن  میں  اک  اوندھے  گھڑے  پر  بس  اک  کوا  زندہ  تھا ,جون ایلیا,,
تنگ  آغوش  میں  آباد  کروں  گا  تجھ  کو  ہوں  بہت  شاد  کہ  ناشاد  کروں  گا  تجھ  کو ,جون ایلیا,,
فکر  ایجاد  میں  گم  ہوں  مجھے  غافل  نہ  سمجھ  اپنے  انداز  پر  ایجاد  کروں  گا  تجھ  کو ,جون ایلیا,,
نشہ  ہے  راہ  کی  دوری  کا  کہ  ہم  راہ  ہے  تو  جانے  کس  شہر  میں  آباد  کروں  گا  تجھ  کو ,جون ایلیا,,
میری  بانہوں  میں  بہکنے  کی  سزا  بھی  سن  لے  اب  بہت  دیر  میں  آزاد  کروں  گا  تجھ  کو ,جون ایلیا,,
میں  کہ  رہتا  ہوں  بصد  ناز  گریزاں  تجھ  سے  تو  نہ  ہوگا  تو  بہت  یاد  کروں  گا  تجھ  کو ,جون ایلیا,,
آج  لب  گہر  فشاں  آپ  نے  وا  نہیں  کیا  تذکرۂ  خجستۂ  آب  و  ہوا  نہیں  کیا ,جون ایلیا,,
کیسے  کہیں  کہ  تجھ  کو  بھی  ہم  سے  ہے  واسطہ  کوئی  تو  نے  تو  ہم  سے  آج  تک  کوئی  گلہ  نہیں  کیا ,جون ایلیا,,
جانے  تری  نہیں  کے  ساتھ  کتنے  ہی  جبر  تھے  کہ  تھے  میں  نے  ترے  لحاظ  میں  تیرا  کہا  نہیں  کیا ,جون ایلیا,,
مجھ  کو  یہ  ہوش  ہی  نہ  تھا  تو  مرے  بازوؤں  میں  ہے  یعنی  تجھے  ابھی  تلک  میں  نے  رہا  نہیں  کیا ,جون ایلیا,,
تو  بھی  کسی  کے  باب  میں  عہد  شکن  ہو  غالباً  میں  نے  بھی  ایک  شخص  کا  قرض  ادا  نہیں  کیا ,جون ایلیا,,
ہاں  وہ  نگاہ  ناز  بھی  اب  نہیں  ماجرا  طلب  ہم  نے  بھی  اب  کی  فصل  میں  شور  بپا  نہیں  کیا ,جون ایلیا,,
ابھی  فرمان  آیا  ہے  وہاں  سے  کہ  ہٹ  جاؤں  میں  اپنے  درمیاں  سے ,جون ایلیا,,
یہاں  جو  ہے  تنفس  ہی  میں  گم  ہے  پرندے  اڑ  رہے  ہیں  شاخ  جاں  سے ,جون ایلیا,,
دریچہ  باز  ہے  یادوں  کا  اور  میں  ہوا  سنتا  ہوں  پیڑوں  کی  زباں  سے ,جون ایلیا,,
زمانہ  تھا  وہ  دل  کی  زندگی  کا  تری  فرقت  کے  دن  لاؤں  کہاں  سے ,جون ایلیا,,
تھا  اب  تک  معرکہ  باہر  کا  درپیش  ابھی  تو  گھر  بھی  جانا  ہے  یہاں  سے ,جون ایلیا,,
فلاں  سے  تھی  غزل  بہتر  فلاں  کی  فلاں  کے  زخم  اچھے  تھے  فلاں  سے ,جون ایلیا,,
خبر  کیا  دوں  میں  شہر  رفتگاں  کی  کوئی  لوٹے  بھی  شہر  رفتگاں  سے ,جون ایلیا,,
یہی  انجام  کیا  تجھ  کو  ہوس  تھا  کوئی  پوچھے  تو  میر  داستاں  سے ,جون ایلیا,,
کبھی  جب  مدتوں  کے  بعد  اس  کا  سامنا  ہوگا  سوائے  پاس  آداب  تکلف  اور  کیا  ہوگا ,جون ایلیا,,
یہاں  وہ  کون  ہے  جو  انتخاب  غم  پہ  قادر  ہو  جو  مل  جائے  وہی  غم  دوستوں  کا  مدعا  ہوگا ,جون ایلیا,,
نوید  سر  خوشی  جب  آئے  گی  اس  وقت  تک  شاید  ہمیں  زہر  غم  ہستی  گوارا  ہو  چکا  ہوگا ,جون ایلیا,,
صلیب  وقت  پر  میں  نے  پکارا  تھا  محبت  کو  مری  آواز  جس  نے  بھی  سنی  ہوگی  ہنسا  ہوگا ,جون ایلیا,,
ابھی  اک  شور‌  ہائے  و  ہو  سنا  ہے  ساربانوں  نے  وہ  پاگل  قافلے  کی  ضد  میں  پیچھے  رہ  گیا  ہوگا ,جون ایلیا,,
ہمارے  شوق  کے  آسودہ  و  خوش  حال  ہونے  تک  تمہارے  عارض  و  گیسو  کا  سودا  ہو  چکا  ہوگا ,جون ایلیا,,
نوائیں  نکہتیں  آسودہ  چہرے  دل  نشیں  رشتے  مگر  اک  شخص  اس  ماحول  میں  کیا  سوچتا  ہوگا ,جون ایلیا,,
ہنسی  آتی  ہے  مجھ  کو  مصلحت  کے  ان  تقاضوں  پر  کہ  اب  اک  اجنبی  بن  کر  اسے  پہچاننا  ہوگا ,جون ایلیا,,
دلیلوں  سے  دوا  کا  کام  لینا  سخت  مشکل  ہے  مگر  اس  غم  کی  خاطر  یہ  ہنر  بھی  سیکھنا  ہوگا ,جون ایلیا,,
وہ  منکر  ہے  تو  پھر  شاید  ہر  اک  مکتوب  شوق  اس  نے  سر  انگشت  حنائی  سے  خلاؤں  میں  لکھا  ہوگا ,جون ایلیا,,
ہے  نصف  شب  وہ  دیوانہ  ابھی  تک  گھر  نہیں  آیا  کسی  سے  چاندنی  راتوں  کا  قصہ  چھڑ  گیا  ہوگا ,جون ایلیا,,
صبا  شکوا  ہے  مجھ  کو  ان  دریچوں  سے  دریچوں  سے  دریچوں  میں  تو  دیمک  کے  سوا  اب  اور  کیا  ہوگا ,جون ایلیا,,
اے  صبح  میں  اب  کہاں  رہا  ہوں  خوابوں  ہی  میں  صرف  ہو  چکا  ہوں ,جون ایلیا,,
سب  میرے  بغیر  مطمئن  ہوں  میں  سب  کے  بغیر  جی  رہا  ہوں ,جون ایلیا,,
کیا  ہے  جو  بدل  گئی  ہے  دنیا  میں  بھی  تو  بہت  بدل  گیا  ہوں ,جون ایلیا,,
گو  اپنے  ہزار  نام  رکھ  لوں  پر  اپنے  سوا  میں  اور  کیا  ہوں ,جون ایلیا,,
میں  جرم  کا  اعتراف  کر  کے  کچھ  اور  ہے  جو  چھپا  گیا  ہوں ,جون ایلیا,,
میں  اور  فقط  اسی  کی  خواہش  اخلاق  میں  جھوٹ  بولتا  ہوں ,جون ایلیا,,
اک  شخص  جو  مجھ  سے  وقت  لے  کر  آج  آ  نہ  سکا  تو  خوش  ہوا  ہوں ,جون ایلیا,,
ہر  شخص  سے  بے  نیاز  ہو  جا  پھر  سب  سے  یہ  کہہ  کہ  میں  خدا  ہوں ,جون ایلیا,,
چرکے  تو  تجھے  دیے  ہیں  میں  نے  پر  خون  بھی  میں  ہی  تھوکتا  ہوں ,جون ایلیا,,
رویا  ہوں  تو  اپنے  دوستوں  میں  پر  تجھ  سے  تو  ہنس  کے  ہی  ملا  ہوں ,جون ایلیا,,
اے  شخص  میں  تیری  جستجو  سے  بیزار  نہیں  ہوں  تھک  گیا  ہوں ,جون ایلیا,,
میں  شمع  سحر  کا  نغمہ  گر  تھا  اب  تھک  کے  کراہنے  لگا  ہوں ,جون ایلیا,,
کل  پر  ہی  رکھو  وفا  کی  باتیں  میں  آج  بہت  بجھا  ہوا  ہوں ,جون ایلیا,,
کوئی  بھی  نہیں  ہے  مجھ  سے  نادم  بس  طے  یہ  ہوا  کہ  میں  برا  ہوں ,جون ایلیا,,
عیش  امید  ہی  سے  خطرہ  ہے  دل  کو  اب  دل  دہی  سے  خطرہ  ہے ,جون ایلیا,,
ہے  کچھ  ایسا  کہ  اس  کی  جلوت  میں  ہمیں  اپنی  کمی  سے  خطرہ  ہے ,جون ایلیا,,
جس  کے  آغوش  کا  ہوں  دیوانہ  اس  کے  آغوش  ہی  سے  خطرہ  ہے ,جون ایلیا,,
یاد  کی  دھوپ  تو  ہے  روز  کی  بات  ہاں  مجھے  چاندنی  سے  خطرہ  ہے ,جون ایلیا,,
ہے  عجب  کچھ  معاملہ  درپیش  عقل  کو  آگہی  سے  خطرہ  ہے ,جون ایلیا,,
شہر  غدار  جان  لے  کہ  تجھے  ایک  امروہوی  سے  خطرہ  ہے ,جون ایلیا,,
ہے  عجب  طور  حالت  گریہ  کہ  مژہ  کو  نمی  سے  خطرہ  ہے ,جون ایلیا,,
حال  خوش  لکھنؤ  کا  دلی  کا  بس  انہیں  مصحفیؔ  سے  خطرہ  ہے ,جون ایلیا,,
آسمانوں  میں  ہے  خدا  تنہا  اور  ہر  آدمی  سے  خطرہ  ہے ,جون ایلیا,,
میں  کہوں  کس  طرح  یہ  بات  اس  سے  تجھ  کو  جانم  مجھی  سے  خطرہ  ہے ,جون ایلیا,,
آج  بھی  اے  کنار  بان  مجھے  تیری  اک  سانولی  سے  خطرہ  ہے ,جون ایلیا,,
ان  لبوں  کا  لہو  نہ  پی  جاؤں  اپنی  تشنہ  لبی  سے  خطرہ  ہے ,جون ایلیا,,
جونؔ  ہی  تو  ہے  جونؔ  کے  درپئے  میرؔ  کو  میرؔ  ہی  سے  خطرہ  ہے ,جون ایلیا,,
اب  نہیں  کوئی  بات  خطرے  کی  اب  سبھی  کو  سبھی  سے  خطرہ  ہے ,جون ایلیا,,
ہے  بکھرنے  کو  یہ  محفل  رنگ  و  بو  تم  کہاں  جاؤ  گے  ہم  کہاں  جائیں  گے  ہر  طرف  ہو  رہی  ہے  یہی  گفتگو  تم  کہاں  جاؤ  گے  ہم  کہاں  جائیں  گے ,جون ایلیا,,
ہر  متاع  نفس  نذر  آہنگ  کی  ہم  کو  یاراں  ہوس  تھی  بہت  رنگ  کی  گل  زمیں  سے  ابلنے  کو  ہے  اب  لہو  تم  کہاں  جاؤ  گے  ہم  کہاں  جائیں  گے ,جون ایلیا,,
اول  شب  کا  مہتاب  بھی  جا  چکا  صحن  مے  خانہ  سے  اب  افق  میں  کہیں  آخر  شب  ہے  خالی  ہیں  جام  و  سبو  تم  کہاں  جاؤ  گے  ہم  کہاں  جائیں  گے ,جون ایلیا,,
کوئی  حاصل  نہ  تھا  آرزو  کا  مگر  سانحہ  یہ  ہے  اب  آرزو  بھی  نہیں  وقت  کی  اس  مسافت  میں  بے  آرزو  تم  کہاں  جاؤ  گے  ہم  کہاں  جائیں  گے ,جون ایلیا,,
کس  قدر  دور  سے  لوٹ  کر  آئے  ہیں  یوں  کہو  عمر  برباد  کر  آئے  ہیں  تھا  سراب  اپنا  سرمایۂ  جستجو  تم  کہاں  جاؤ  گے  ہم  کہاں  جائیں  گے ,جون ایلیا,,
اک  جنوں  تھا  کہ  آباد  ہو  شہر  جاں  اور  آباد  جب  شہر  جاں  ہو  گیا  ہیں  یہ  سرگوشیاں  در  بہ  در  کو  بہ  کو  تم  کہاں  جاؤ  گے  ہم  کہاں  جائیں  گے ,جون ایلیا,,
دشت  میں  رقص  شوق  بہار  اب  کہاں  باد  پیمائی  دیوانہ  وار  اب  کہاں  بس  گزرنے  کو  ہے  موسم  ہاؤ  ہو  تم  کہاں  جاؤ  گے  ہم  کہاں  جائیں  گے ,جون ایلیا,,
ہم  ہیں  رسوا  کن  دلی  و  لکھنؤ  اپنی  کیا  زندگی  اپنی  کیا  آبرو  میرؔ  دلی  سے  نکلے  گئے  لکھنؤ  تم  کہاں  جاؤ  گے  ہم  کہاں  جائیں  گے ,جون ایلیا,,
زخم  امید  بھر  گیا  کب  کا  قیس  تو  اپنے  گھر  گیا  کب  کا ,جون ایلیا,,
اب  تو  منہ  اپنا  مت  دکھاؤ  مجھے  ناصحو  میں  سدھر  گیا  کب  کا ,جون ایلیا,,
آپ  اب  پوچھنے  کو  آئے  ہیں  دل  مری  جان  مر  گیا  کب  کا ,جون ایلیا,,
آپ  اک  اور  نیند  لے  لیجے  قافلہ  کوچ  کر  گیا  کب  کا ,جون ایلیا,,
میرا  فہرست  سے  نکال  دو  نام  میں  تو  خود  سے  مکر  گیا  کب  کا ,جون ایلیا,,
خوب  ہے  شوق  کا  یہ  پہلو  بھی  میں  بھی  برباد  ہو  گیا  تو  بھی ,جون ایلیا,,
حسن  مغموم  تمکنت  میں  تری  فرق  آیا  نہ  یک  سر  مو  بھی ,جون ایلیا,,
یہ  نہ  سوچا  تھا  زیر  سایۂ  زلف  کہ  بچھڑ  جائے  گی  یہ  خوش  بو  بھی ,جون ایلیا,,
حسن  کہتا  تھا  چھیڑنے  والے  چھیڑنا  ہی  تو  بس  نہیں  چھو  بھی ,جون ایلیا,,
ہائے  وہ  اس  کا  موج  خیز  بدن  میں  تو  پیاسا  رہا  لب  جو  بھی ,جون ایلیا,,
یاد  آتے  ہیں  معجزے  اپنے  اور  اس  کے  بدن  کا  جادو  بھی ,جون ایلیا,,
یاسمیں  اس  کی  خاص  محرم  راز  یاد  آیا  کرے  گی  اب  تو  بھی ,جون ایلیا,,
یاد  سے  اس  کی  ہے  مرا  پرہیز  اے  صبا  اب  نہ  آئیو  تو  بھی ,جون ایلیا,,
ہیں  یہی  جونؔ  ایلیا  جو  کبھی  سخت  مغرور  بھی  تھے  بد  خو  بھی ,جون ایلیا,,
ہے  عجب  حال  یہ  زمانے  کا  یاد  بھی  طور  ہے  بھلانے  کا ,جون ایلیا,,
پسند  آیا  بہت  ہمیں  پیشہ  خود  ہی  اپنے  گھروں  کو  ڈھانے  کا ,جون ایلیا,,
کاش  ہم  کو  بھی  ہو  نصیب  کبھی  عیش  دفتر  میں  گنگنانے  کا ,جون ایلیا,,
آسماں  ہے  خموشئ  جاوید  میں  بھی  اب  لب  نہیں  ہلانے  کا ,جون ایلیا,,
جان  کیا  اب  ترا  پیالۂ  ناف  نشہ  مجھ  کو  نہیں  پلانے  کا ,جون ایلیا,,
شوق  ہے  اس  دل  درندہ  کو  آپ  کے  ہونٹ  کاٹ  کھانے  کا ,جون ایلیا,,
اتنا  نادم  ہوا  ہوں  خود  سے  کہ  میں  اب  نہیں  خود  کو  آزمانے  کا ,جون ایلیا,,
